,Blinkroot,Daybloom,Deathweed,Fireblossom,Moonglow,Shiverthorn,Waterleaf
Herb_Bag_12540,17,21,17,11,25,8,12
Herb_Bag_12541,22,25,20,13,27,21,14
Herb_Bag_12542,17,19,28,27,15,12,7
Herb_Bag_12543,21,13,31,26,37,18,10
Herb_Bag_12544,19,25,13,21,32,24,9
Herb_Bag_12545,19,23,35,19,38,14,5
Herb_Bag_12546,29,9,31,5,26,13,7
Herb_Bag_12547,19,30,0,29,35,34,11
Herb_Bag_12548,16,16,21,22,29,18,8
Herb_Bag_12549,20,16,29,11,32,21,11
Herb_Bag_12550,13,26,25,2,26,24,11
Herb_Bag_12551,11,11,17,0,31,30,13
Herb_Bag_12552,18,18,7,0,26,15,14
Herb_Bag_12553,25,19,23,15,15,7,9
Herb_Bag_12554,21,11,3,20,28,8,8
Herb_Bag_12555,21,13,8,11,26,23,18
Herb_Bag_12556,16,19,22,23,27,30,8
Herb_Bag_12557,18,7,26,6,12,13,8
Herb_Bag_12558,47,17,0,26,31,27,12
Herb_Bag_12559,16,19,27,15,21,9,8
Herb_Bag_12560,15,28,14,13,25,30,14
Herb_Bag_12561,29,15,39,14,31,37,14
Herb_Bag_12562,23,19,17,15,31,12,4
Herb_Bag_12563,9,22,36,28,39,10,10
Herb_Bag_12564,8,24,12,14,17,7,11
Herb_Bag_12565,13,18,26,24,27,15,10
Herb_Bag_12566,8,11,6,15,13,26,11
Herb_Bag_12567,17,19,43,0,13,0,6
Herb_Bag_12568,14,13,34,6,26,37,8
Herb_Bag_12569,16,20,10,19,27,24,7
Herb_Bag_12570,18,22,30,13,19,32,13
Herb_Bag_12571,27,14,28,6,34,31,7
Herb_Bag_12572,28,14,0,23,27,12,10
Herb_Bag_12573,7,17,37,15,25,34,15
Herb_Bag_12574,13,15,15,26,35,18,14
Herb_Bag_12575,26,23,28,19,30,13,4
Herb_Bag_12576,7,27,0,20,27,9,11
Herb_Bag_12577,19,14,28,8,41,35,13
Herb_Bag_12578,0,14,10,7,39,27,10
Herb_Bag_12579,7,16,13,25,18,9,10
Herb_Bag_12580,19,20,32,22,30,23,14
Herb_Bag_12581,8,17,32,12,30,23,4
Herb_Bag_12582,18,18,13,14,32,24,12
Herb_Bag_12583,0,25,23,23,22,30,5
Herb_Bag_12584,12,17,36,21,12,39,5
Herb_Bag_12585,24,22,8,13,25,23,8
Herb_Bag_12586,0,24,27,4,21,22,13
Herb_Bag_12587,17,3,37,23,33,9,2
Herb_Bag_12588,25,11,32,14,37,24,11
Herb_Bag_12589,5,12,19,19,36,36,14
Herb_Bag_12590,30,14,17,15,23,17,4
Herb_Bag_12591,22,21,37,24,29,29,9
Herb_Bag_12592,26,32,35,17,32,23,5
Herb_Bag_12593,16,25,6,10,22,37,14
Herb_Bag_12594,23,15,27,16,31,25,6
Herb_Bag_12595,17,19,40,11,25,22,16
Herb_Bag_12596,24,8,33,7,36,18,10
Herb_Bag_12597,15,21,26,19,27,14,10
Herb_Bag_12598,14,17,10,6,27,9,15
Herb_Bag_12599,18,15,10,2,30,34,15
Herb_Bag_12600,22,17,20,14,24,33,11
Herb_Bag_12601,10,14,28,21,28,8,9
Herb_Bag_12602,18,20,40,24,28,8,15
Herb_Bag_12603,22,29,16,14,24,17,13
Herb_Bag_12604,4,27,38,27,26,21,2
Herb_Bag_12605,0,12,29,17,31,19,9
Herb_Bag_12606,35,23,30,15,20,46,10
Herb_Bag_12607,18,16,18,19,23,12,11
Herb_Bag_12608,13,7,1,16,23,18,18
Herb_Bag_12609,19,12,10,3,27,11,9
Herb_Bag_12610,9,19,28,26,36,12,18
Herb_Bag_12611,20,16,27,25,30,4,6
Herb_Bag_12612,8,12,29,13,19,23,2
Herb_Bag_12613,18,9,8,4,29,40,9
Herb_Bag_12614,20,20,27,4,30,18,12
Herb_Bag_12615,22,18,9,17,18,20,8
Herb_Bag_12616,6,5,48,21,29,22,7
Herb_Bag_12617,22,17,13,12,24,26,13
Herb_Bag_12618,20,16,21,14,26,42,9
Herb_Bag_12619,21,32,26,9,31,14,6
Herb_Bag_12620,20,5,34,13,33,18,8
Herb_Bag_12621,26,16,22,16,20,30,1
Herb_Bag_12622,14,17,42,24,29,45,13
Herb_Bag_12623,8,23,5,25,22,7,13
Herb_Bag_12624,8,16,35,7,32,25,11
Herb_Bag_12625,22,17,7,11,31,55,11
Herb_Bag_12626,18,6,25,10,21,0,10
Herb_Bag_12627,33,17,20,4,24,28,10
Herb_Bag_12628,27,18,9,8,25,19,9
Herb_Bag_12629,29,13,57,16,33,3,10
Herb_Bag_12630,23,15,16,14,30,28,13
Herb_Bag_12631,10,22,14,13,30,6,18
Herb_Bag_12632,25,31,29,14,31,19,9
Herb_Bag_12633,11,16,13,11,20,13,6
Herb_Bag_12634,31,16,28,17,23,29,8
Herb_Bag_12635,14,28,24,5,32,31,12
Herb_Bag_12636,29,18,0,14,19,24,10
Herb_Bag_12637,17,21,0,23,25,35,4
Herb_Bag_12638,20,10,12,22,13,12,13
Herb_Bag_12639,26,13,27,0,18,19,8
Herb_Bag_12640,14,25,33,14,17,17,14
Herb_Bag_12641,26,12,30,26,27,8,11
Herb_Bag_12642,16,34,27,23,35,23,15
Herb_Bag_12643,16,14,30,15,30,22,8
Herb_Bag_12644,8,22,14,25,27,5,13
Herb_Bag_12645,19,4,21,22,34,15,18
Herb_Bag_12646,10,22,24,26,31,11,7
Herb_Bag_12647,21,15,20,20,28,31,5
Herb_Bag_12648,19,16,34,16,29,9,9
Herb_Bag_12649,38,19,11,25,28,14,11
Herb_Bag_12650,40,21,26,4,27,4,8
Herb_Bag_12651,17,19,28,10,17,27,8
Herb_Bag_12652,21,22,19,10,23,18,14
Herb_Bag_12653,9,26,11,17,35,6,1
Herb_Bag_12654,30,22,30,20,24,20,3
Herb_Bag_12655,11,22,18,25,19,31,10
Herb_Bag_12656,28,21,23,11,27,24,8
Herb_Bag_12657,26,21,14,16,28,15,13
Herb_Bag_12658,17,18,30,3,27,13,9
Herb_Bag_12659,21,21,31,2,30,2,16
Herb_Bag_12660,17,22,13,12,24,16,9
Herb_Bag_12661,14,21,27,25,20,30,4
Herb_Bag_12662,33,22,38,32,27,29,18
Herb_Bag_12663,13,24,40,20,22,24,12
Herb_Bag_12664,3,20,13,24,36,21,12
Herb_Bag_12665,25,13,25,0,38,20,14
Herb_Bag_12666,21,25,18,10,27,17,17
Herb_Bag_12667,5,16,26,16,40,17,5
Herb_Bag_12668,37,20,33,16,33,39,10
Herb_Bag_12669,17,14,14,12,28,23,11
Herb_Bag_12670,10,12,18,26,34,28,14
Herb_Bag_12671,16,7,5,22,27,22,14
Herb_Bag_12672,10,13,30,16,18,22,7
Herb_Bag_12673,8,15,41,7,20,24,10
Herb_Bag_12674,10,20,12,5,26,12,15
Herb_Bag_12675,16,21,45,11,25,16,8
Herb_Bag_12676,10,6,16,19,21,11,6
Herb_Bag_12677,9,24,39,4,38,23,10
Herb_Bag_12678,2,15,40,22,32,0,8
Herb_Bag_12679,11,16,8,20,23,12,9
Herb_Bag_12680,14,8,38,19,39,5,7
Herb_Bag_12681,13,15,21,14,35,13,13
Herb_Bag_12682,33,18,14,14,34,10,8
Herb_Bag_12683,24,11,32,13,16,13,10
Herb_Bag_12684,21,21,16,14,21,27,11
Herb_Bag_12685,15,17,19,12,24,9,12
Herb_Bag_12686,11,14,52,14,17,13,9
Herb_Bag_12687,21,14,6,9,32,11,13
Herb_Bag_12688,34,24,2,17,26,14,7
Herb_Bag_12689,19,22,6,22,27,7,10
Herb_Bag_12690,10,13,28,8,19,23,6
Herb_Bag_12691,27,16,28,11,21,16,8
Herb_Bag_12692,16,13,28,1,22,41,7
Herb_Bag_12693,11,16,12,8,30,18,10
Herb_Bag_12694,22,21,4,10,26,28,9
Herb_Bag_12695,8,17,38,23,21,18,7
Herb_Bag_12696,17,22,12,16,32,25,5
Herb_Bag_12697,14,21,14,5,29,32,12
Herb_Bag_12698,13,23,35,16,29,25,9
Herb_Bag_12699,19,26,30,0,26,25,13
Herb_Bag_12700,26,19,21,13,27,13,16
Herb_Bag_12701,18,19,27,6,20,15,14
Herb_Bag_12702,25,15,33,26,14,22,9
Herb_Bag_12703,15,12,6,9,28,33,16
Herb_Bag_12704,17,19,48,0,39,37,15
Herb_Bag_12705,32,16,32,19,26,26,14
Herb_Bag_12706,14,2,31,19,23,28,17
Herb_Bag_12707,16,7,50,4,31,17,11
Herb_Bag_12708,17,12,14,17,29,13,11
Herb_Bag_12709,3,17,18,13,29,35,12
Herb_Bag_12710,21,14,39,19,14,21,11
Herb_Bag_12711,15,14,4,12,23,27,8
Herb_Bag_12712,21,22,22,29,14,8,8
Herb_Bag_12713,22,24,36,12,20,6,8
Herb_Bag_12714,21,22,40,13,16,22,8
Herb_Bag_12715,20,23,19,13,38,26,12
Herb_Bag_12716,13,13,11,21,26,20,9
Herb_Bag_12717,12,16,4,10,28,30,13
Herb_Bag_12718,5,12,51,13,13,23,12
Herb_Bag_12719,24,11,21,0,15,26,10
Herb_Bag_12720,32,24,7,10,33,16,10
Herb_Bag_12721,27,20,0,16,34,13,13
Herb_Bag_12722,10,25,23,14,27,24,6
Herb_Bag_12723,21,11,22,14,24,18,0
Herb_Bag_12724,6,11,27,26,12,11,10
Herb_Bag_12725,9,17,29,22,23,29,7
Herb_Bag_12726,14,22,14,19,21,1,9
Herb_Bag_12727,3,19,12,17,30,25,6
Herb_Bag_12728,35,17,13,19,17,15,8
Herb_Bag_12729,23,23,0,31,30,17,13
Herb_Bag_12730,12,13,33,5,24,22,9
Herb_Bag_12731,20,10,25,18,37,23,4
Herb_Bag_12732,24,16,44,17,29,15,8
Herb_Bag_12733,16,17,32,9,27,18,6
Herb_Bag_12734,21,20,21,9,25,10,13
Herb_Bag_12735,0,14,36,25,31,24,4
Herb_Bag_12736,15,17,4,16,15,13,6
Herb_Bag_12737,29,17,40,10,28,28,13
Herb_Bag_12738,21,18,14,12,31,22,0
Herb_Bag_12739,21,15,32,12,13,28,11
Herb_Bag_12740,15,22,4,20,33,13,15
Herb_Bag_12741,21,20,30,20,30,12,9
Herb_Bag_12742,27,18,26,0,26,36,8
Herb_Bag_12743,13,24,14,15,25,20,5
Herb_Bag_12744,0,18,47,9,22,6,6
Herb_Bag_12745,18,13,13,1,25,16,9
Herb_Bag_12746,25,20,25,23,28,48,2
Herb_Bag_12747,13,20,9,16,33,5,9
Herb_Bag_12748,5,28,17,13,24,22,0
Herb_Bag_12749,13,17,23,22,30,6,10
Herb_Bag_12750,16,33,19,14,27,17,10
Herb_Bag_12751,9,17,11,14,29,23,13
Herb_Bag_12752,10,16,9,14,11,8,6
Herb_Bag_12753,0,24,38,7,16,14,4
Herb_Bag_12754,13,18,5,7,31,38,5
Herb_Bag_12755,13,15,19,27,27,40,14
Herb_Bag_12756,11,22,47,19,38,26,19
Herb_Bag_12757,22,15,9,18,29,9,6
Herb_Bag_12758,16,8,18,28,37,18,11
Herb_Bag_12759,32,14,30,16,25,34,15
Herb_Bag_12760,8,20,28,31,25,15,10
Herb_Bag_12761,15,12,22,20,26,20,4
Herb_Bag_12762,16,18,45,3,21,43,17
Herb_Bag_12763,5,16,30,17,15,17,4
Herb_Bag_12764,21,15,22,6,30,7,11
Herb_Bag_12765,5,15,25,14,11,20,8
Herb_Bag_12766,10,18,50,9,22,21,11
Herb_Bag_12767,15,26,32,1,22,6,5
Herb_Bag_12768,23,19,30,27,25,14,8
Herb_Bag_12769,37,12,39,24,25,9,5
Herb_Bag_12770,21,12,22,8,29,20,14
Herb_Bag_12771,0,20,31,20,16,23,4
Herb_Bag_12772,17,9,19,3,28,25,10
Herb_Bag_12773,12,9,35,5,35,21,14
Herb_Bag_12774,26,20,25,15,30,15,15
Herb_Bag_12775,20,16,32,12,36,11,11
Herb_Bag_12776,16,17,6,8,26,17,6
Herb_Bag_12777,30,13,6,7,31,0,9
Herb_Bag_12778,13,19,21,21,32,14,10
Herb_Bag_12779,28,13,36,6,21,22,4
Herb_Bag_12780,28,21,19,0,33,24,14
Herb_Bag_12781,27,15,31,19,26,0,3
Herb_Bag_12782,11,9,21,25,11,22,11
Herb_Bag_12783,17,24,16,25,32,23,10
Herb_Bag_12784,22,19,30,19,27,26,7
Herb_Bag_12785,19,26,18,7,24,17,5
Herb_Bag_12786,24,9,24,15,29,4,9
Herb_Bag_12787,13,18,16,9,26,33,9
Herb_Bag_12788,19,6,31,12,26,40,10
Herb_Bag_12789,26,14,25,9,26,27,8
Herb_Bag_12790,18,12,35,15,29,20,11
Herb_Bag_12791,20,27,22,21,27,17,5
Herb_Bag_12792,11,22,18,12,28,23,5
Herb_Bag_12793,18,14,12,24,24,21,11
Herb_Bag_12794,9,20,28,14,23,20,18
Herb_Bag_12795,19,30,23,17,21,12,11
Herb_Bag_12796,18,22,47,11,24,10,13
Herb_Bag_12797,17,20,32,7,15,26,4
Herb_Bag_12798,11,22,60,22,27,14,12
Herb_Bag_12799,12,27,24,14,32,11,4
Herb_Bag_12800,16,13,9,9,40,23,7
Herb_Bag_12801,12,32,16,14,29,14,14
Herb_Bag_12802,11,25,34,20,30,27,12
Herb_Bag_12803,29,21,16,17,38,20,12
Herb_Bag_12804,33,22,33,23,26,28,6
Herb_Bag_12805,20,14,7,16,24,38,8
Herb_Bag_12806,21,21,6,10,17,13,9
Herb_Bag_12807,23,13,36,4,29,36,10
Herb_Bag_12808,13,17,33,18,17,7,13
Herb_Bag_12809,3,13,37,13,25,29,14
Herb_Bag_12810,17,18,1,19,30,16,7
Herb_Bag_12811,34,11,42,20,38,30,8
Herb_Bag_12812,27,19,11,10,19,21,8
Herb_Bag_12813,1,14,27,5,34,21,6
Herb_Bag_12814,17,28,25,0,22,30,5
Herb_Bag_12815,29,20,55,12,18,34,3
Herb_Bag_12816,22,15,19,5,18,16,9
Herb_Bag_12817,8,22,13,13,23,16,16
Herb_Bag_12818,16,19,25,19,27,25,9
Herb_Bag_12819,25,17,40,24,25,24,13
Herb_Bag_12820,17,14,19,3,27,16,12
Herb_Bag_12821,22,13,5,11,20,30,10
Herb_Bag_12822,17,21,38,7,30,7,14
Herb_Bag_12823,23,17,24,0,32,17,16
Herb_Bag_12824,14,20,21,16,25,36,11
Herb_Bag_12825,10,18,20,28,28,19,6
Herb_Bag_12826,28,17,5,4,36,22,7
Herb_Bag_12827,18,12,13,17,24,23,4
Herb_Bag_12828,22,19,22,16,17,16,14
Herb_Bag_12829,15,8,20,19,22,26,10
Herb_Bag_12830,17,18,0,0,25,0,9
Herb_Bag_12831,14,17,36,13,28,13,12
Herb_Bag_12832,21,22,18,10,27,9,12
Herb_Bag_12833,14,17,17,21,26,39,11
Herb_Bag_12834,10,27,24,22,36,16,11
Herb_Bag_12835,6,19,26,9,17,18,13
Herb_Bag_12836,24,11,11,9,21,20,5
Herb_Bag_12837,12,9,25,9,28,15,9
Herb_Bag_12838,18,7,30,16,34,18,11
Herb_Bag_12839,11,25,19,31,14,17,18
Herb_Bag_12840,21,22,39,22,19,2,10
Herb_Bag_12841,6,15,23,11,23,17,13
Herb_Bag_12842,24,27,25,8,40,8,8
Herb_Bag_12843,30,15,29,16,20,7,6
Herb_Bag_12844,22,13,33,13,26,18,7
Herb_Bag_12845,18,19,35,7,24,31,9
Herb_Bag_12846,4,19,42,15,19,16,7
Herb_Bag_12847,20,16,56,26,31,28,10
Herb_Bag_12848,25,10,19,35,29,9,11
Herb_Bag_12849,5,31,29,12,21,17,12
Herb_Bag_12850,13,22,31,25,34,20,5
Herb_Bag_12851,0,18,12,2,17,29,5
Herb_Bag_12852,21,25,14,17,21,24,8
Herb_Bag_12853,37,20,19,8,31,17,18
Herb_Bag_12854,37,14,39,8,14,9,3
Herb_Bag_12855,23,15,38,24,24,13,10
Herb_Bag_12856,25,24,44,14,27,35,12
Herb_Bag_12857,21,28,30,16,14,23,11
Herb_Bag_12858,22,19,40,10,20,34,10
Herb_Bag_12859,10,19,23,23,32,19,10
Herb_Bag_12860,8,28,15,12,34,33,9
Herb_Bag_12861,3,17,15,15,36,36,10
Herb_Bag_12862,17,16,22,13,28,27,19
Herb_Bag_12863,29,20,15,26,24,28,12
Herb_Bag_12864,17,10,23,21,30,17,5
Herb_Bag_12865,9,16,33,21,33,16,11
Herb_Bag_12866,7,10,33,9,25,7,6
Herb_Bag_12867,18,6,7,9,29,8,11
Herb_Bag_12868,7,11,13,20,10,11,9
Herb_Bag_12869,26,20,17,22,33,15,7
Herb_Bag_12870,21,14,17,8,22,10,3
Herb_Bag_12871,17,8,41,3,31,9,10
Herb_Bag_12872,17,14,42,19,31,15,4
Herb_Bag_12873,13,18,7,25,28,16,13
Herb_Bag_12874,21,16,32,19,28,13,7
Herb_Bag_12875,23,13,19,20,14,15,4
Herb_Bag_12876,17,11,24,20,31,11,6
Herb_Bag_12877,26,14,16,19,20,15,10
Herb_Bag_12878,3,25,20,21,31,30,20
Herb_Bag_12879,22,13,33,0,27,25,7
Herb_Bag_12880,13,12,35,10,26,41,17
Herb_Bag_12881,34,22,22,17,38,15,12
Herb_Bag_12882,10,18,13,23,41,27,9
Herb_Bag_12883,8,31,17,12,30,26,12
Herb_Bag_12884,9,18,18,7,19,15,10
Herb_Bag_12885,24,17,9,20,29,26,10
Herb_Bag_12886,18,16,12,0,26,12,11
Herb_Bag_12887,27,10,3,35,27,12,16
Herb_Bag_12888,28,18,23,17,36,25,14
Herb_Bag_12889,42,28,3,14,25,28,10
Herb_Bag_12890,18,18,20,8,21,30,8
Herb_Bag_12891,27,25,22,9,32,16,12
Herb_Bag_12892,25,12,27,4,16,25,10
Herb_Bag_12893,7,22,23,2,30,15,3
Herb_Bag_12894,31,16,15,14,35,15,9
Herb_Bag_12895,27,1,15,13,27,18,15
Herb_Bag_12896,0,19,38,25,27,19,7
Herb_Bag_12897,27,23,10,26,33,9,11
Herb_Bag_12898,22,14,0,0,19,33,15
Herb_Bag_12899,34,17,0,15,19,26,10
Herb_Bag_12900,18,11,26,25,32,23,7
Herb_Bag_12901,16,21,14,17,27,16,14
Herb_Bag_12902,23,16,5,12,38,16,9
Herb_Bag_12903,32,16,30,7,33,3,5
Herb_Bag_12904,14,15,0,18,18,11,9
Herb_Bag_12905,9,14,52,32,27,6,12
Herb_Bag_12906,5,21,44,9,25,30,12
Herb_Bag_12907,32,29,12,18,25,9,4
Herb_Bag_12908,11,14,17,23,28,21,14
Herb_Bag_12909,20,28,28,34,23,17,11
Herb_Bag_12910,31,16,35,18,18,23,10
Herb_Bag_12911,13,18,37,23,32,31,12
Herb_Bag_12912,19,21,30,26,16,13,11
Herb_Bag_12913,19,20,21,16,28,26,5
Herb_Bag_12914,14,11,43,17,29,35,8
Herb_Bag_12915,34,19,19,14,26,21,13
Herb_Bag_12916,19,9,3,12,39,27,9
Herb_Bag_12917,0,17,23,8,13,35,9
Herb_Bag_12918,18,22,16,33,26,16,12
Herb_Bag_12919,2,18,22,23,28,25,13
Herb_Bag_12920,17,16,27,7,19,11,6
Herb_Bag_12921,36,10,6,9,27,28,16
Herb_Bag_12922,24,33,25,7,21,8,6
Herb_Bag_12923,18,16,20,24,28,31,14
Herb_Bag_12924,7,15,16,15,27,14,10
Herb_Bag_12925,13,11,9,16,29,16,15
Herb_Bag_12926,19,17,17,10,21,8,8
Herb_Bag_12927,14,4,26,16,35,0,3
Herb_Bag_12928,25,12,18,16,26,22,11
Herb_Bag_12929,15,20,20,21,28,32,13
Herb_Bag_12930,12,10,19,21,13,16,10
Herb_Bag_12931,28,23,37,16,24,4,12
Herb_Bag_12932,29,21,47,1,41,5,8
Herb_Bag_12933,13,19,16,14,29,21,6
Herb_Bag_12934,12,26,18,39,18,16,10
Herb_Bag_12935,0,23,43,20,37,10,5
Herb_Bag_12936,16,28,24,23,18,23,9
Herb_Bag_12937,37,23,25,22,33,16,12
Herb_Bag_12938,24,12,3,7,25,31,17
Herb_Bag_12939,11,5,51,16,32,10,11
Herb_Bag_12940,29,26,3,17,16,10,12
Herb_Bag_12941,9,17,59,20,32,9,16
Herb_Bag_12942,10,21,32,14,27,13,9
Herb_Bag_12943,15,21,23,12,37,40,6
Herb_Bag_12944,16,15,42,21,29,16,5
Herb_Bag_12945,12,17,32,10,29,13,5
Herb_Bag_12946,27,22,11,23,28,31,13
Herb_Bag_12947,21,8,37,0,27,24,16
Herb_Bag_12948,15,10,33,14,29,16,10
Herb_Bag_12949,6,25,26,0,24,37,17
Herb_Bag_12950,28,19,25,0,30,24,9
Herb_Bag_12951,13,15,0,11,19,39,8
Herb_Bag_12952,11,26,29,18,34,45,6
Herb_Bag_12953,22,16,22,24,24,30,14
Herb_Bag_12954,26,20,28,19,29,35,15
Herb_Bag_12955,34,25,23,18,35,22,19
Herb_Bag_12956,9,2,32,21,27,24,13
Herb_Bag_12957,23,20,30,26,26,28,12
Herb_Bag_12958,26,20,15,14,17,13,11
Herb_Bag_12959,0,12,40,24,26,20,13
Herb_Bag_12960,0,18,21,18,26,16,11
Herb_Bag_12961,23,21,27,9,27,22,8
Herb_Bag_12962,30,14,20,24,29,21,17
Herb_Bag_12963,13,17,5,16,18,2,11
Herb_Bag_12964,25,10,34,21,34,28,10
Herb_Bag_12965,23,20,24,18,18,15,9
Herb_Bag_12966,27,15,24,0,24,26,4
Herb_Bag_12967,25,9,34,16,45,21,10
Herb_Bag_12968,18,13,22,20,21,17,14
Herb_Bag_12969,26,17,20,9,27,12,13
Herb_Bag_12970,10,6,27,23,36,19,18
Herb_Bag_12971,24,13,12,6,23,23,5
Herb_Bag_12972,16,6,4,9,27,29,10
Herb_Bag_12973,15,21,56,1,20,22,8
Herb_Bag_12974,29,27,28,10,33,21,12
Herb_Bag_12975,25,14,33,10,22,30,11
Herb_Bag_12976,28,9,23,35,25,26,16
Herb_Bag_12977,23,5,23,10,22,26,10
Herb_Bag_12978,31,23,34,0,40,39,11
Herb_Bag_12979,24,10,32,22,28,13,8
Herb_Bag_12980,4,15,35,25,42,21,6
Herb_Bag_12981,9,18,7,13,38,25,9
Herb_Bag_12982,11,18,13,18,23,25,7
Herb_Bag_12983,31,21,5,24,17,21,8
Herb_Bag_12984,13,21,36,15,19,26,7
Herb_Bag_12985,10,14,39,11,20,24,14
Herb_Bag_12986,8,17,39,10,24,0,14
Herb_Bag_12987,12,19,26,10,15,20,6
Herb_Bag_12988,15,21,20,11,19,25,15
Herb_Bag_12989,24,21,28,22,25,33,7
Herb_Bag_12990,7,19,34,10,30,1,11
Herb_Bag_12991,8,17,28,8,20,5,10
Herb_Bag_12992,12,16,26,24,38,18,8
Herb_Bag_12993,25,20,17,28,33,31,12
Herb_Bag_12994,22,9,10,29,32,24,17
Herb_Bag_12995,16,13,28,13,17,20,7
Herb_Bag_12996,25,19,17,12,29,19,2
Herb_Bag_12997,23,14,18,15,29,16,9
Herb_Bag_12998,37,18,41,11,13,10,10
Herb_Bag_12999,11,19,7,16,33,5,4
Herb_Bag_13000,11,17,39,16,34,22,8
Herb_Bag_13001,30,5,26,5,22,22,6
Herb_Bag_13002,18,20,27,27,15,24,14
Herb_Bag_13003,24,18,32,28,36,20,2
Herb_Bag_13004,18,15,33,24,37,25,10
Herb_Bag_13005,13,21,27,11,22,29,17
Herb_Bag_13006,21,2,0,9,34,18,16
Herb_Bag_13007,24,20,28,17,27,13,9
Herb_Bag_13008,22,33,37,10,21,17,13
Herb_Bag_13009,30,19,26,2,28,12,4
Herb_Bag_13010,14,17,6,23,36,17,6
Herb_Bag_13011,9,28,24,15,26,8,10
Herb_Bag_13012,19,14,8,13,30,17,9
Herb_Bag_13013,14,21,40,21,20,22,6
Herb_Bag_13014,7,10,32,19,25,34,9
Herb_Bag_13015,26,10,12,38,25,17,8
Herb_Bag_13016,11,21,27,16,24,35,9
Herb_Bag_13017,18,19,11,22,28,17,4
Herb_Bag_13018,16,23,21,6,14,17,0
Herb_Bag_13019,14,16,13,21,24,21,8
Herb_Bag_13020,13,9,50,10,17,34,7
Herb_Bag_13021,21,26,39,20,27,15,14
Herb_Bag_13022,29,20,0,25,24,29,11
Herb_Bag_13023,8,23,33,13,21,18,9
Herb_Bag_13024,11,16,30,14,22,5,8
Herb_Bag_13025,19,17,15,7,29,27,8
Herb_Bag_13026,26,16,18,3,20,29,9
Herb_Bag_13027,6,25,19,20,15,23,7
Herb_Bag_13028,21,16,33,11,28,22,9
Herb_Bag_13029,25,24,23,12,28,24,7
Herb_Bag_13030,11,20,33,0,29,24,7
Herb_Bag_13031,22,15,25,0,31,26,4
Herb_Bag_13032,13,24,18,16,17,20,7
Herb_Bag_13033,21,28,18,26,30,29,10
Herb_Bag_13034,22,21,0,3,23,5,9
Herb_Bag_13035,4,19,25,9,28,15,12
Herb_Bag_13036,23,20,23,0,30,12,10
Herb_Bag_13037,29,8,20,0,30,11,13
Herb_Bag_13038,18,10,14,11,30,29,12
Herb_Bag_13039,8,11,31,23,38,13,10
Herb_Bag_13040,16,23,41,18,30,10,9
Herb_Bag_13041,7,13,45,22,18,27,10
Herb_Bag_13042,8,11,36,20,28,16,12
Herb_Bag_13043,18,20,25,3,30,18,12
Herb_Bag_13044,14,20,14,5,22,29,14
Herb_Bag_13045,16,20,9,12,33,18,8
Herb_Bag_13046,17,22,13,7,22,12,6
Herb_Bag_13047,10,13,16,26,33,19,8
Herb_Bag_13048,14,10,20,9,31,15,11
Herb_Bag_13049,28,12,28,14,26,10,6
Herb_Bag_13050,26,20,21,18,23,8,9
Herb_Bag_13051,19,20,25,11,29,19,11
Herb_Bag_13052,21,29,0,9,25,15,12
Herb_Bag_13053,17,17,29,16,31,21,11
Herb_Bag_13054,26,7,28,14,27,21,10
Herb_Bag_13055,20,18,0,8,26,24,6
Herb_Bag_13056,9,23,15,17,22,24,5
Herb_Bag_13057,3,26,20,17,41,24,7
Herb_Bag_13058,19,6,21,6,17,16,5
Herb_Bag_13059,9,26,21,4,20,7,15
Herb_Bag_13060,18,13,41,17,27,36,6
Herb_Bag_13061,19,8,36,12,29,45,11
Herb_Bag_13062,12,16,19,0,31,8,6
Herb_Bag_13063,21,12,39,11,28,10,9
Herb_Bag_13064,15,21,6,20,25,26,8
Herb_Bag_13065,38,7,30,15,29,13,9
Herb_Bag_13066,11,11,13,20,24,21,7
Herb_Bag_13067,11,14,33,24,21,5,14
Herb_Bag_13068,21,14,18,9,21,7,13
Herb_Bag_13069,38,18,40,4,25,24,14
Herb_Bag_13070,10,20,36,19,29,31,5
Herb_Bag_13071,9,13,38,12,25,0,6
Herb_Bag_13072,20,22,26,12,28,9,12
Herb_Bag_13073,6,20,16,7,25,22,7
Herb_Bag_13074,27,32,15,8,20,10,16
Herb_Bag_13075,4,16,27,25,29,27,6
Herb_Bag_13076,13,19,30,20,28,27,7
Herb_Bag_13077,23,14,12,12,27,0,14
Herb_Bag_13078,2,23,29,15,18,27,12
Herb_Bag_13079,13,17,41,16,24,23,13
Herb_Bag_13080,27,9,3,17,31,26,14
Herb_Bag_13081,33,18,34,19,25,15,11
Herb_Bag_13082,5,24,6,14,21,5,13
Herb_Bag_13083,2,15,34,9,19,30,6
Herb_Bag_13084,25,20,39,0,30,13,18
Herb_Bag_13085,16,21,0,12,28,5,6
Herb_Bag_13086,12,6,7,22,21,20,4
Herb_Bag_13087,14,27,26,13,32,32,16
Herb_Bag_13088,30,25,25,0,27,28,11
Herb_Bag_13089,26,14,18,17,23,22,7
Herb_Bag_13090,21,23,13,7,18,25,11
Herb_Bag_13091,20,17,27,24,34,26,7
Herb_Bag_13092,9,21,36,0,14,11,9
Herb_Bag_13093,24,19,8,4,31,22,9
Herb_Bag_13094,27,21,17,11,14,20,11
Herb_Bag_13095,16,7,20,13,27,25,10
Herb_Bag_13096,24,7,9,13,30,32,7
Herb_Bag_13097,2,22,8,15,32,19,7
