,Blinkroot,Daybloom,Deathweed,Fireblossom,Moonglow,Shiverthorn,Waterleaf
Herb_Bag_11982,12,25,10,18,25,15,6
Herb_Bag_11983,15,23,41,17,28,28,11
Herb_Bag_11984,15,24,37,22,30,38,8
Herb_Bag_11985,35,20,3,11,31,40,8
Herb_Bag_11986,16,15,35,13,36,25,9
Herb_Bag_11987,10,17,25,14,25,20,11
Herb_Bag_11988,16,18,27,2,33,19,5
Herb_Bag_11989,18,10,21,8,31,14,10
Herb_Bag_11990,12,18,0,0,23,21,8
Herb_Bag_11991,20,14,15,24,22,29,13
Herb_Bag_11992,17,19,34,6,33,17,7
Herb_Bag_11993,31,11,32,18,13,28,12
Herb_Bag_11994,27,29,9,16,27,19,11
Herb_Bag_11995,17,15,42,21,26,14,11
Herb_Bag_11996,24,15,26,16,35,30,6
Herb_Bag_11997,30,27,46,16,25,38,14
Herb_Bag_11998,31,13,6,21,14,13,9
Herb_Bag_11999,21,17,33,11,31,33,10
Herb_Bag_12000,14,15,10,7,27,10,9
Herb_Bag_12001,28,22,22,26,34,29,8
Herb_Bag_12002,25,24,19,9,12,44,6
Herb_Bag_12003,17,26,37,18,23,22,4
Herb_Bag_12004,3,23,10,20,34,25,8
Herb_Bag_12005,15,16,5,15,24,9,11
Herb_Bag_12006,23,18,40,27,28,21,10
Herb_Bag_12007,29,21,0,3,38,21,14
Herb_Bag_12008,17,17,0,13,16,20,13
Herb_Bag_12009,11,12,24,28,34,22,7
Herb_Bag_12010,21,25,18,12,29,20,12
Herb_Bag_12011,29,20,38,0,47,18,9
Herb_Bag_12012,29,24,52,12,28,20,8
Herb_Bag_12013,18,14,33,6,36,28,11
Herb_Bag_12014,16,13,37,17,25,35,13
Herb_Bag_12015,4,14,2,0,28,29,9
Herb_Bag_12016,22,7,24,14,38,21,11
Herb_Bag_12017,18,16,24,19,22,33,14
Herb_Bag_12018,12,19,26,20,31,27,8
Herb_Bag_12019,19,18,12,6,26,38,9
Herb_Bag_12020,22,20,0,3,21,28,11
Herb_Bag_12021,16,21,40,12,30,27,5
Herb_Bag_12022,9,10,35,16,29,7,10
Herb_Bag_12023,17,15,7,19,27,24,8
Herb_Bag_12024,10,11,28,18,18,32,5
Herb_Bag_12025,11,21,16,5,19,9,6
Herb_Bag_12026,15,17,22,14,20,21,10
Herb_Bag_12027,23,13,0,17,31,8,14
Herb_Bag_12028,35,19,16,15,27,7,11
Herb_Bag_12029,11,5,24,11,28,7,9
Herb_Bag_12030,20,21,11,9,29,25,8
Herb_Bag_12031,14,21,25,15,30,10,6
Herb_Bag_12032,23,19,31,7,16,16,2
Herb_Bag_12033,5,21,37,17,22,4,0
Herb_Bag_12034,29,26,10,19,23,15,8
Herb_Bag_12035,12,12,12,11,23,19,6
Herb_Bag_12036,35,15,45,19,20,18,10
Herb_Bag_12037,24,16,19,19,31,7,5
Herb_Bag_12038,18,22,27,12,29,32,11
Herb_Bag_12039,20,18,13,0,29,20,13
Herb_Bag_12040,19,21,23,20,35,33,4
Herb_Bag_12041,10,16,33,17,18,22,6
Herb_Bag_12042,19,22,12,4,32,21,8
Herb_Bag_12043,42,13,19,27,30,17,13
Herb_Bag_12044,14,26,4,27,18,16,8
Herb_Bag_12045,25,15,1,14,28,23,7
Herb_Bag_12046,2,14,40,14,22,26,8
Herb_Bag_12047,9,12,20,20,27,23,12
Herb_Bag_12048,15,22,46,14,28,17,9
Herb_Bag_12049,20,18,17,25,21,17,14
Herb_Bag_12050,20,21,4,1,19,15,11
Herb_Bag_12051,31,9,24,24,28,18,5
Herb_Bag_12052,21,20,26,28,34,28,8
Herb_Bag_12053,6,16,15,19,39,17,8
Herb_Bag_12054,21,7,32,6,30,4,15
Herb_Bag_12055,12,17,18,19,27,43,13
Herb_Bag_12056,10,19,44,13,36,15,5
Herb_Bag_12057,16,16,24,13,23,23,9
Herb_Bag_12058,2,15,19,9,37,21,7
Herb_Bag_12059,22,16,61,8,30,31,7
Herb_Bag_12060,10,27,20,10,20,7,9
Herb_Bag_12061,18,20,7,13,29,14,9
Herb_Bag_12062,33,15,31,20,30,27,14
Herb_Bag_12063,13,31,38,9,28,29,7
Herb_Bag_12064,26,20,20,22,31,16,13
Herb_Bag_12065,12,15,11,11,28,16,8
Herb_Bag_12066,31,17,36,23,29,20,13
Herb_Bag_12067,29,20,26,3,31,5,3
Herb_Bag_12068,19,21,28,5,33,11,12
Herb_Bag_12069,25,27,17,10,26,10,9
Herb_Bag_12070,1,13,13,21,31,17,9
Herb_Bag_12071,21,20,27,15,19,29,12
Herb_Bag_12072,32,21,30,26,25,20,8
Herb_Bag_12073,22,12,33,16,35,13,15
Herb_Bag_12074,15,14,8,13,21,23,10
Herb_Bag_12075,28,22,32,3,26,26,14
Herb_Bag_12076,28,17,36,19,28,24,10
Herb_Bag_12077,10,10,44,12,37,22,16
Herb_Bag_12078,20,21,37,8,27,14,8
Herb_Bag_12079,19,16,9,12,32,13,13
Herb_Bag_12080,11,15,19,15,25,7,8
Herb_Bag_12081,23,12,27,11,29,6,9
Herb_Bag_12082,21,14,11,13,21,23,11
Herb_Bag_12083,25,13,3,15,27,27,13
Herb_Bag_12084,4,22,28,6,28,28,13
Herb_Bag_12085,17,22,30,11,29,10,6
Herb_Bag_12086,21,13,11,19,17,30,3
Herb_Bag_12087,23,20,12,23,29,13,6
Herb_Bag_12088,10,13,26,22,34,14,9
Herb_Bag_12089,0,16,34,18,29,24,13
Herb_Bag_12090,24,17,25,18,20,28,2
Herb_Bag_12091,29,20,11,13,24,34,12
Herb_Bag_12092,11,12,7,20,29,11,10
Herb_Bag_12093,15,8,56,9,39,23,12
Herb_Bag_12094,22,21,46,18,27,28,8
Herb_Bag_12095,22,26,19,15,13,8,11
Herb_Bag_12096,19,8,30,26,18,27,11
Herb_Bag_12097,18,16,19,25,19,16,12
Herb_Bag_12098,18,20,34,14,29,27,0
Herb_Bag_12099,22,15,29,6,22,23,11
Herb_Bag_12100,11,21,26,23,25,12,7
Herb_Bag_12101,21,23,9,24,26,4,9
Herb_Bag_12102,23,13,13,11,27,14,12
Herb_Bag_12103,13,23,36,17,18,31,7
Herb_Bag_12104,21,18,22,22,15,9,10
Herb_Bag_12105,36,16,46,11,34,22,9
Herb_Bag_12106,12,16,14,10,27,11,9
Herb_Bag_12107,24,12,24,18,31,39,10
Herb_Bag_12108,14,8,2,14,30,4,13
Herb_Bag_12109,8,16,4,14,24,38,10
Herb_Bag_12110,24,21,24,9,25,26,10
Herb_Bag_12111,3,8,26,12,25,19,9
Herb_Bag_12112,29,22,35,11,23,36,10
Herb_Bag_12113,26,21,25,20,30,17,9
Herb_Bag_12114,11,12,35,18,11,19,8
Herb_Bag_12115,20,13,46,5,28,8,7
Herb_Bag_12116,21,3,2,19,31,32,7
Herb_Bag_12117,23,29,26,16,27,13,5
Herb_Bag_12118,18,22,27,12,32,13,9
Herb_Bag_12119,4,24,27,16,26,17,7
Herb_Bag_12120,26,18,15,10,28,32,11
Herb_Bag_12121,34,15,41,6,39,2,17
Herb_Bag_12122,24,24,9,22,28,32,13
Herb_Bag_12123,27,22,9,0,22,25,18
Herb_Bag_12124,13,20,33,34,26,13,6
Herb_Bag_12125,18,25,54,14,21,27,12
Herb_Bag_12126,18,9,23,21,34,14,8
Herb_Bag_12127,13,23,39,6,13,34,3
Herb_Bag_12128,21,22,39,24,21,33,10
Herb_Bag_12129,24,13,16,26,28,22,8
Herb_Bag_12130,22,10,10,18,33,8,13
Herb_Bag_12131,30,13,0,5,19,17,10
Herb_Bag_12132,15,19,7,10,18,30,6
Herb_Bag_12133,23,15,15,11,31,18,7
Herb_Bag_12134,21,21,20,5,26,7,9
Herb_Bag_12135,5,25,15,17,27,35,5
Herb_Bag_12136,19,13,22,25,24,9,10
Herb_Bag_12137,20,20,10,14,22,18,14
Herb_Bag_12138,7,10,27,15,34,22,17
Herb_Bag_12139,30,19,18,17,31,7,11
Herb_Bag_12140,17,24,19,9,14,12,9
Herb_Bag_12141,8,12,20,17,17,18,9
Herb_Bag_12142,5,24,6,14,16,20,9
Herb_Bag_12143,6,14,37,16,20,38,3
Herb_Bag_12144,7,25,25,20,24,19,12
Herb_Bag_12145,18,14,26,15,33,11,14
Herb_Bag_12146,6,11,23,8,25,22,8
Herb_Bag_12147,24,20,22,4,22,12,10
Herb_Bag_12148,0,18,29,0,32,14,11
Herb_Bag_12149,27,15,0,15,32,13,8
Herb_Bag_12150,19,12,7,19,26,21,5
Herb_Bag_12151,22,13,12,33,30,34,10
Herb_Bag_12152,3,17,46,22,22,38,7
Herb_Bag_12153,23,21,19,20,26,23,9
Herb_Bag_12154,16,15,25,11,26,24,15
Herb_Bag_12155,25,22,9,2,33,23,6
Herb_Bag_12156,34,24,31,0,34,0,7
Herb_Bag_12157,14,9,36,18,35,7,1
Herb_Bag_12158,27,12,15,19,22,20,10
Herb_Bag_12159,16,16,37,5,26,29,11
Herb_Bag_12160,12,26,19,15,32,22,6
Herb_Bag_12161,21,9,34,19,22,23,9
Herb_Bag_12162,12,14,16,9,32,20,10
Herb_Bag_12163,4,23,20,14,35,19,6
Herb_Bag_12164,18,29,20,11,20,36,8
Herb_Bag_12165,24,12,35,16,39,4,11
Herb_Bag_12166,25,16,20,11,40,30,12
Herb_Bag_12167,15,15,27,1,8,23,7
Herb_Bag_12168,12,6,6,14,25,9,14
Herb_Bag_12169,31,13,34,10,38,13,12
Herb_Bag_12170,1,32,26,16,34,5,8
Herb_Bag_12171,33,21,35,17,34,31,10
Herb_Bag_12172,18,14,26,15,30,13,17
Herb_Bag_12173,28,34,13,8,19,10,7
Herb_Bag_12174,5,5,5,15,24,11,1
Herb_Bag_12175,27,21,11,17,20,18,15
Herb_Bag_12176,30,10,8,23,36,13,8
Herb_Bag_12177,13,14,0,17,35,34,9
Herb_Bag_12178,11,15,22,16,20,15,10
Herb_Bag_12179,26,18,24,23,22,10,9
Herb_Bag_12180,11,11,25,17,39,21,5
Herb_Bag_12181,12,24,30,18,29,9,10
Herb_Bag_12182,0,14,0,19,45,29,12
Herb_Bag_12183,26,14,18,13,44,21,8
Herb_Bag_12184,21,21,31,16,33,14,11
Herb_Bag_12185,29,23,33,16,31,0,10
Herb_Bag_12186,22,27,42,17,24,42,10
Herb_Bag_12187,28,19,19,10,19,11,10
Herb_Bag_12188,18,17,24,14,27,17,8
Herb_Bag_12189,10,13,25,12,22,19,11
Herb_Bag_12190,23,23,34,16,20,19,5
Herb_Bag_12191,15,19,0,9,30,16,4
Herb_Bag_12192,21,17,48,15,30,19,18
Herb_Bag_12193,32,12,20,16,34,30,13
Herb_Bag_12194,0,12,26,20,21,31,12
Herb_Bag_12195,17,16,24,1,14,2,2
Herb_Bag_12196,21,15,24,8,31,14,10
Herb_Bag_12197,15,13,12,8,21,34,12
Herb_Bag_12198,12,13,25,22,25,18,7
Herb_Bag_12199,11,16,13,15,16,18,12
Herb_Bag_12200,17,3,28,10,27,15,11
Herb_Bag_12201,24,19,27,9,24,18,11
Herb_Bag_12202,24,18,22,27,24,15,5
Herb_Bag_12203,22,7,10,10,35,11,13
Herb_Bag_12204,19,24,13,18,24,11,13
Herb_Bag_12205,6,25,33,16,26,29,17
Herb_Bag_12206,30,6,14,7,14,34,12
Herb_Bag_12207,27,8,39,7,25,28,7
Herb_Bag_12208,27,16,44,20,26,36,12
Herb_Bag_12209,8,9,0,23,28,39,6
Herb_Bag_12210,17,14,44,29,37,8,15
Herb_Bag_12211,13,17,47,17,17,0,5
Herb_Bag_12212,36,14,29,24,38,31,7
Herb_Bag_12213,24,24,0,16,18,23,15
Herb_Bag_12214,22,13,32,11,23,26,11
Herb_Bag_12215,13,20,25,24,27,23,11
Herb_Bag_12216,13,18,12,21,23,37,12
Herb_Bag_12217,16,24,25,29,26,26,11
Herb_Bag_12218,27,15,31,7,24,8,11
Herb_Bag_12219,14,26,40,5,17,16,6
Herb_Bag_12220,39,16,7,17,27,12,3
Herb_Bag_12221,13,12,36,8,32,25,13
Herb_Bag_12222,24,14,35,15,31,28,12
Herb_Bag_12223,18,17,12,28,29,0,11
Herb_Bag_12224,18,16,44,8,30,25,11
Herb_Bag_12225,16,17,32,12,45,25,6
Herb_Bag_12226,16,18,24,8,26,12,10
Herb_Bag_12227,19,25,13,11,44,12,10
Herb_Bag_12228,25,16,33,18,23,17,10
Herb_Bag_12229,13,22,20,26,25,39,10
Herb_Bag_12230,34,10,26,14,31,18,7
Herb_Bag_12231,23,11,28,12,33,11,16
Herb_Bag_12232,10,24,36,10,46,25,8
Herb_Bag_12233,2,22,41,19,40,12,6
Herb_Bag_12234,22,18,16,10,29,7,10
Herb_Bag_12235,20,8,5,21,32,25,10
Herb_Bag_12236,23,10,20,25,26,35,2
Herb_Bag_12237,9,15,41,20,37,32,5
Herb_Bag_12238,7,12,11,20,33,17,7
Herb_Bag_12239,6,15,22,11,31,29,11
Herb_Bag_12240,17,19,12,16,26,23,7
Herb_Bag_12241,17,16,26,4,18,20,9
Herb_Bag_12242,11,16,19,8,26,16,12
Herb_Bag_12243,23,37,5,2,21,19,10
Herb_Bag_12244,15,18,24,10,21,24,15
Herb_Bag_12245,36,18,22,23,28,24,9
Herb_Bag_12246,24,18,13,15,22,19,12
Herb_Bag_12247,14,15,22,32,25,22,3
Herb_Bag_12248,7,17,19,11,32,11,7
Herb_Bag_12249,22,12,30,20,24,36,10
Herb_Bag_12250,17,20,18,18,21,12,10
Herb_Bag_12251,14,12,17,23,22,20,5
Herb_Bag_12252,10,13,33,25,30,14,11
Herb_Bag_12253,21,11,31,12,18,17,15
Herb_Bag_12254,26,0,10,7,28,29,10
Herb_Bag_12255,31,22,22,12,26,1,9
Herb_Bag_12256,16,14,21,21,26,2,9
Herb_Bag_12257,20,21,30,24,29,35,7
Herb_Bag_12258,9,17,17,12,20,30,5
Herb_Bag_12259,13,17,25,0,20,16,12
Herb_Bag_12260,12,18,20,23,19,19,12
Herb_Bag_12261,16,13,16,9,29,4,14
Herb_Bag_12262,12,18,21,17,15,26,16
Herb_Bag_12263,24,23,18,8,27,21,12
Herb_Bag_12264,17,14,19,14,30,22,6
Herb_Bag_12265,16,19,11,10,23,27,11
Herb_Bag_12266,25,14,19,2,24,13,9
Herb_Bag_12267,20,20,8,4,34,7,10
Herb_Bag_12268,38,26,31,7,33,16,3
Herb_Bag_12269,23,16,13,24,19,23,12
Herb_Bag_12270,23,17,27,32,30,11,5
Herb_Bag_12271,33,23,42,15,18,8,14
Herb_Bag_12272,24,27,15,14,30,7,6
Herb_Bag_12273,12,18,10,25,26,18,14
Herb_Bag_12274,27,25,19,24,20,30,8
Herb_Bag_12275,13,17,29,24,34,9,9
Herb_Bag_12276,17,28,13,5,14,30,12
Herb_Bag_12277,27,26,28,16,21,17,7
Herb_Bag_12278,25,26,3,15,32,17,5
Herb_Bag_12279,12,10,28,10,27,28,10
Herb_Bag_12280,0,10,12,31,10,10,8
Herb_Bag_12281,11,28,17,13,29,8,13
Herb_Bag_12282,29,18,15,17,24,21,8
Herb_Bag_12283,10,18,13,22,23,8,8
Herb_Bag_12284,23,28,7,14,26,37,13
Herb_Bag_12285,24,16,7,13,32,27,8
Herb_Bag_12286,27,24,10,6,35,26,5
Herb_Bag_12287,15,23,22,19,19,18,10
Herb_Bag_12288,0,15,31,7,19,33,10
Herb_Bag_12289,11,2,28,22,28,11,6
Herb_Bag_12290,3,19,14,20,29,19,8
Herb_Bag_12291,9,13,35,22,17,28,9
Herb_Bag_12292,21,24,36,9,33,42,10
Herb_Bag_12293,11,28,36,0,31,26,10
Herb_Bag_12294,23,20,38,5,29,31,7
Herb_Bag_12295,0,21,10,35,26,9,13
Herb_Bag_12296,15,17,30,23,32,3,8
Herb_Bag_12297,14,24,22,12,13,37,12
Herb_Bag_12298,10,23,15,15,5,38,3
Herb_Bag_12299,17,21,29,30,26,23,10
Herb_Bag_12300,2,17,8,15,30,27,4
Herb_Bag_12301,27,18,40,5,35,19,9
Herb_Bag_12302,24,28,27,2,23,6,17
Herb_Bag_12303,31,18,49,3,33,2,9
Herb_Bag_12304,16,14,9,19,39,15,2
Herb_Bag_12305,23,15,36,25,33,8,15
Herb_Bag_12306,22,15,9,0,17,20,3
Herb_Bag_12307,25,27,12,15,22,20,9
Herb_Bag_12308,13,15,17,19,25,4,14
Herb_Bag_12309,29,7,30,18,15,8,7
Herb_Bag_12310,27,15,0,16,31,19,12
Herb_Bag_12311,11,16,11,1,38,8,6
Herb_Bag_12312,19,13,40,14,29,11,12
Herb_Bag_12313,18,21,24,0,20,34,10
Herb_Bag_12314,3,34,17,5,26,17,11
Herb_Bag_12315,16,20,11,23,26,19,7
Herb_Bag_12316,11,8,2,19,21,20,11
Herb_Bag_12317,18,28,19,7,36,38,7
Herb_Bag_12318,16,31,18,24,34,23,11
Herb_Bag_12319,17,24,27,15,37,30,8
Herb_Bag_12320,16,16,28,11,33,20,12
Herb_Bag_12321,16,18,14,9,19,16,0
Herb_Bag_12322,22,19,10,22,23,21,12
Herb_Bag_12323,25,17,30,3,17,36,16
Herb_Bag_12324,11,17,40,31,36,25,11
Herb_Bag_12325,16,16,24,9,38,31,12
Herb_Bag_12326,17,23,15,21,24,12,10
Herb_Bag_12327,23,8,27,10,15,37,3
Herb_Bag_12328,16,15,33,15,29,17,4
Herb_Bag_12329,6,13,63,7,27,15,5
Herb_Bag_12330,19,19,12,11,27,20,8
Herb_Bag_12331,29,11,32,4,32,24,10
Herb_Bag_12332,11,13,32,7,42,18,9
Herb_Bag_12333,14,21,11,15,21,22,9
Herb_Bag_12334,6,14,43,3,35,3,16
Herb_Bag_12335,24,26,12,9,33,20,8
Herb_Bag_12336,18,8,36,15,19,30,12
Herb_Bag_12337,23,21,24,23,21,0,6
Herb_Bag_12338,33,10,28,28,37,23,9
Herb_Bag_12339,21,15,28,8,20,15,8
Herb_Bag_12340,23,13,22,16,25,42,14
Herb_Bag_12341,25,23,43,18,29,24,8
Herb_Bag_12342,15,11,32,0,29,32,10
Herb_Bag_12343,19,20,17,2,31,4,13
Herb_Bag_12344,27,25,26,15,25,8,10
Herb_Bag_12345,12,20,17,10,24,8,4
Herb_Bag_12346,19,34,27,13,30,11,9
Herb_Bag_12347,15,12,21,13,29,22,3
Herb_Bag_12348,0,12,29,23,26,18,5
Herb_Bag_12349,11,15,26,16,25,25,12
Herb_Bag_12350,21,17,42,17,30,25,8
Herb_Bag_12351,17,19,12,16,39,10,11
Herb_Bag_12352,15,18,25,11,26,1,10
Herb_Bag_12353,16,20,13,7,35,28,11
Herb_Bag_12354,36,15,23,9,29,23,10
Herb_Bag_12355,17,25,41,35,16,15,9
Herb_Bag_12356,20,20,27,14,24,20,9
Herb_Bag_12357,12,21,43,12,25,26,13
Herb_Bag_12358,12,10,14,29,30,28,9
Herb_Bag_12359,21,5,44,14,22,33,9
Herb_Bag_12360,30,14,36,14,27,12,10
Herb_Bag_12361,19,17,24,15,31,22,16
Herb_Bag_12362,20,8,21,22,35,36,10
Herb_Bag_12363,12,9,0,11,29,0,5
Herb_Bag_12364,17,14,0,0,25,35,10
Herb_Bag_12365,18,16,5,19,25,0,9
Herb_Bag_12366,22,20,32,19,23,12,16
Herb_Bag_12367,18,18,14,8,36,27,9
Herb_Bag_12368,12,11,23,11,19,14,12
Herb_Bag_12369,10,13,9,22,29,27,13
Herb_Bag_12370,19,14,25,5,27,15,7
Herb_Bag_12371,9,12,46,21,35,28,4
Herb_Bag_12372,8,25,21,21,20,25,14
Herb_Bag_12373,20,11,30,20,24,1,9
Herb_Bag_12374,25,21,5,11,20,23,6
Herb_Bag_12375,21,15,25,2,28,9,7
Herb_Bag_12376,21,22,33,30,30,26,9
Herb_Bag_12377,19,15,39,19,33,15,5
Herb_Bag_12378,1,4,23,16,22,24,11
Herb_Bag_12379,2,8,4,15,25,9,6
Herb_Bag_12380,15,25,18,13,29,33,15
Herb_Bag_12381,28,10,24,23,29,24,16
Herb_Bag_12382,6,18,9,15,25,24,10
Herb_Bag_12383,14,21,26,27,24,33,10
Herb_Bag_12384,16,25,31,17,21,40,6
Herb_Bag_12385,31,14,40,13,33,27,15
Herb_Bag_12386,23,30,21,22,38,19,15
Herb_Bag_12387,12,17,10,15,28,14,13
Herb_Bag_12388,9,23,3,20,20,10,6
Herb_Bag_12389,21,19,24,12,24,17,7
Herb_Bag_12390,21,16,24,17,16,10,7
Herb_Bag_12391,15,17,8,29,30,24,2
Herb_Bag_12392,18,29,16,16,18,25,8
Herb_Bag_12393,18,13,31,15,23,22,10
Herb_Bag_12394,16,24,18,7,22,20,10
Herb_Bag_12395,22,15,44,16,30,21,5
Herb_Bag_12396,19,16,21,13,31,14,10
Herb_Bag_12397,23,17,37,20,24,0,6
Herb_Bag_12398,27,18,29,10,26,21,10
Herb_Bag_12399,9,29,7,5,24,9,13
Herb_Bag_12400,11,18,34,14,40,14,6
Herb_Bag_12401,21,13,35,26,32,4,16
Herb_Bag_12402,7,8,15,27,25,13,12
Herb_Bag_12403,18,18,30,21,19,25,12
Herb_Bag_12404,8,16,21,5,20,5,16
Herb_Bag_12405,40,16,28,0,27,31,13
Herb_Bag_12406,15,15,41,11,11,33,10
Herb_Bag_12407,22,10,18,27,24,16,7
Herb_Bag_12408,26,19,22,18,28,14,15
Herb_Bag_12409,29,18,44,8,29,25,11
Herb_Bag_12410,5,13,15,22,22,29,8
Herb_Bag_12411,16,13,12,19,21,29,6
Herb_Bag_12412,11,15,39,22,28,0,9
Herb_Bag_12413,28,16,24,23,9,17,12
Herb_Bag_12414,16,18,36,14,23,30,9
Herb_Bag_12415,12,12,9,0,32,8,9
Herb_Bag_12416,36,11,14,21,28,9,12
Herb_Bag_12417,17,16,35,16,27,29,19
Herb_Bag_12418,17,25,28,22,31,24,13
Herb_Bag_12419,19,16,13,21,27,15,11
Herb_Bag_12420,21,23,28,4,27,10,10
Herb_Bag_12421,31,19,27,24,33,28,7
Herb_Bag_12422,9,24,35,25,21,16,12
Herb_Bag_12423,31,10,33,23,34,11,9
Herb_Bag_12424,17,22,35,10,26,30,15
Herb_Bag_12425,18,22,35,11,16,27,8
Herb_Bag_12426,10,24,36,9,15,3,13
Herb_Bag_12427,7,24,34,12,30,27,12
Herb_Bag_12428,24,31,20,13,16,16,12
Herb_Bag_12429,16,22,26,20,37,13,4
Herb_Bag_12430,18,19,39,10,32,14,11
Herb_Bag_12431,20,10,12,25,25,16,15
Herb_Bag_12432,7,17,0,5,32,33,9
Herb_Bag_12433,27,14,12,12,34,16,6
Herb_Bag_12434,3,6,29,8,29,25,10
Herb_Bag_12435,6,8,19,24,21,34,9
Herb_Bag_12436,6,12,7,23,19,18,15
Herb_Bag_12437,19,21,6,19,33,12,8
Herb_Bag_12438,14,13,7,31,25,16,18
Herb_Bag_12439,10,22,55,24,36,0,7
Herb_Bag_12440,26,19,10,12,36,31,10
Herb_Bag_12441,20,9,24,20,11,26,12
Herb_Bag_12442,24,14,39,6,27,27,11
Herb_Bag_12443,4,21,34,20,25,12,7
Herb_Bag_12444,10,15,59,8,25,35,14
Herb_Bag_12445,17,10,27,16,35,21,14
Herb_Bag_12446,17,6,19,0,16,25,15
Herb_Bag_12447,13,13,6,13,26,17,10
Herb_Bag_12448,20,5,14,8,26,20,1
Herb_Bag_12449,23,18,15,11,29,18,15
Herb_Bag_12450,21,21,19,27,23,40,10
Herb_Bag_12451,13,16,24,3,25,18,11
Herb_Bag_12452,12,16,24,14,29,5,8
Herb_Bag_12453,39,10,11,8,20,6,7
Herb_Bag_12454,17,17,15,0,23,30,5
Herb_Bag_12455,26,19,27,14,19,22,9
Herb_Bag_12456,28,12,25,20,25,13,11
Herb_Bag_12457,20,17,11,9,19,20,9
Herb_Bag_12458,9,23,15,0,35,31,10
Herb_Bag_12459,16,23,7,4,24,26,13
Herb_Bag_12460,14,16,5,24,28,15,17
Herb_Bag_12461,12,15,15,25,40,18,13
Herb_Bag_12462,31,16,38,26,23,29,0
Herb_Bag_12463,20,18,40,15,21,28,9
Herb_Bag_12464,19,22,33,14,17,11,11
Herb_Bag_12465,30,20,36,21,26,34,12
Herb_Bag_12466,22,14,22,18,28,21,9
Herb_Bag_12467,21,11,24,19,25,28,11
Herb_Bag_12468,18,12,45,9,31,33,12
Herb_Bag_12469,18,12,28,10,14,28,13
Herb_Bag_12470,20,23,39,13,24,13,14
Herb_Bag_12471,14,17,29,22,15,15,9
Herb_Bag_12472,5,15,2,16,31,17,10
Herb_Bag_12473,15,9,6,6,41,9,6
Herb_Bag_12474,2,20,28,27,23,19,9
Herb_Bag_12475,4,9,28,8,28,21,7
Herb_Bag_12476,20,20,9,7,25,15,9
Herb_Bag_12477,27,22,27,14,22,38,15
Herb_Bag_12478,21,15,28,4,35,12,11
Herb_Bag_12479,10,21,14,0,25,0,12
Herb_Bag_12480,16,11,38,11,28,9,16
Herb_Bag_12481,10,13,39,5,34,27,8
Herb_Bag_12482,11,21,43,12,21,13,10
Herb_Bag_12483,24,22,21,14,33,13,10
Herb_Bag_12484,7,13,31,0,37,27,13
Herb_Bag_12485,27,19,33,7,20,16,13
Herb_Bag_12486,11,2,44,23,22,6,9
Herb_Bag_12487,31,25,12,24,41,40,11
Herb_Bag_12488,4,5,46,21,11,22,6
Herb_Bag_12489,17,11,9,8,0,15,12
Herb_Bag_12490,18,16,14,11,26,30,17
Herb_Bag_12491,19,22,17,5,10,23,7
Herb_Bag_12492,0,11,34,5,23,11,4
Herb_Bag_12493,16,11,42,18,20,25,12
Herb_Bag_12494,0,13,20,18,22,14,8
Herb_Bag_12495,17,18,28,15,17,16,20
Herb_Bag_12496,29,18,28,21,22,6,8
Herb_Bag_12497,22,24,47,7,25,23,9
Herb_Bag_12498,17,26,28,14,22,18,6
Herb_Bag_12499,14,18,53,20,18,29,14
Herb_Bag_12500,15,13,24,23,30,0,5
Herb_Bag_12501,16,19,29,30,21,44,10
Herb_Bag_12502,23,18,32,1,32,30,12
Herb_Bag_12503,2,18,5,27,30,25,8
Herb_Bag_12504,19,27,17,13,24,9,9
Herb_Bag_12505,9,28,27,25,37,9,12
Herb_Bag_12506,7,13,24,10,36,46,5
Herb_Bag_12507,23,15,21,20,23,21,7
Herb_Bag_12508,22,30,18,14,20,22,12
Herb_Bag_12509,25,16,37,33,26,23,14
Herb_Bag_12510,18,16,33,19,37,14,11
Herb_Bag_12511,20,14,9,16,27,32,1
Herb_Bag_12512,7,3,2,13,30,3,18
Herb_Bag_12513,15,16,26,13,18,21,10
Herb_Bag_12514,20,20,9,19,24,25,15
Herb_Bag_12515,27,11,42,10,29,7,13
Herb_Bag_12516,20,15,24,18,24,21,14
Herb_Bag_12517,43,24,27,29,18,23,16
Herb_Bag_12518,22,24,17,8,13,20,8
Herb_Bag_12519,17,20,7,26,27,7,12
Herb_Bag_12520,8,17,8,20,28,14,5
Herb_Bag_12521,8,14,28,13,27,14,8
Herb_Bag_12522,24,16,24,24,35,15,10
Herb_Bag_12523,24,16,26,13,37,35,2
Herb_Bag_12524,15,17,18,11,23,13,7
Herb_Bag_12525,22,21,6,6,28,1,9
Herb_Bag_12526,9,15,41,4,19,12,15
Herb_Bag_12527,20,12,36,20,32,23,5
Herb_Bag_12528,10,22,21,1,23,17,7
Herb_Bag_12529,36,20,47,2,27,4,13
Herb_Bag_12530,0,22,39,11,16,13,8
Herb_Bag_12531,30,10,28,18,27,28,14
Herb_Bag_12532,14,15,23,0,23,10,15
Herb_Bag_12533,20,23,44,17,29,8,9
Herb_Bag_12534,0,9,12,8,26,14,10
Herb_Bag_12535,9,12,24,18,25,31,16
Herb_Bag_12536,13,13,28,2,27,36,11
Herb_Bag_12537,15,24,18,13,32,20,10
Herb_Bag_12538,19,20,27,19,26,16,6
Herb_Bag_12539,20,18,30,20,26,31,8
